Processo_ID,Primeiro Resultado,Todos os Resultados,Total Vereditos
08012902420228150981,Outros,Outros | Outros,2
08002564320248150981,Nenhuma Sentença,-,-
08014253720238150161,Ganho,Ganho,1
08016462020238150161,Ganho,Ganho | Ganho,2
08000746320228150161,Perdido,Perdido | Perdido,2
08018298820238150161,Ganho,Ganho | Ganho,2
08017622620238150161,Extinto,Extinto | Extinto,2
08013673420238150161,Perdido,Perdido,1
08005047820238150161,Perdido,Perdido,1
08010130920238150161,Acordo,Acordo,1
08022195820238150161,Acordo,Acordo,1
08007689520238150161,Acordo,Acordo | Acordo,2
08023165820238150161,Acordo,Acordo,1
08008173920238150161,Perdido,Perdido,1
08025313420238150161,Ganho,Ganho | Ganho,2
08012236020238150161,Outros,Outros,1
08009784920238150161,Acordo,Acordo,1
08011387420238150161,Acordo,Acordo,1
08022069320228150161,Perdido,Perdido,1
08021407920238150161,Perdido,Perdido,1
08005558920238150161,Perdido,Perdido,1
08011083920238150161,Ganho,Ganho | Ganho,2
08003124820238150161,Perdido,Perdido | Outros,2
08023469320238150161,Falha,,
08021563320238150161,Falha,,
08024412620238150161,Falha,,
08009005520238150161,Falha,,
08025053620238150161,Falha,,
08002048220248150161,Falha,,
08017796220238150161,Falha,,
08009049220238150161,Falha,,
08015267420238150161,Falha,,
08025062120238150161,Falha,,
08013633120228150161,Falha,,
08021618920228150161,Falha,,
08015129020238150161,Falha,,
08021693220238150161,Acordo,Acordo,1
08015431320238150161,Outros,Outros,1
08022767620238150161,Perdido,Perdido | Perdido,2
08020827620238150161,Perdido,Perdido | Perdido,2
08014063120238150161,Falha,,
08014678620238150161,Falha,,
08017674820238150161,Falha,,
08022411920238150161,Acordo,Acordo | Acordo,2
08011993220238150161,Perdido,Perdido | Perdido,2
08017391720228150161,Extinto,Extinto,1
08007186920238150161,Perdido,Perdido | Perdido,2
08012663120228150161,Outros,Outros,1
08017980520228150161,Ganho,Ganho,1
08018864320228150161,Perdido,Perdido,1
08019773620228150161,Perdido,Perdido,1
08020665920228150161,Perdido,Perdido,1
08021401620228150161,Acordo,Acordo,1
08019790620228150161,Perdido,Perdido,1
08013563920228150161,Ganho,Ganho,1
08020613720228150161,Extinto,Extinto,1
08014958820228150161,Ganho,Ganho,1
08013373320228150161,Ganho,Ganho,1
08018327720228150161,Perdido,Perdido,1
08018284020228150161,Perdido,Perdido,1
08020882020228150161,Perdido,Perdido,1
08000353220238150161,Perdido,Perdido | Perdido,2
08008142120228150161,Extinto,Extinto,1
08000994220238150161,Extinto,Extinto,1
08014005820228150161,Acordo,Acordo | Acordo,2
08020839520228150161,Ganho,Ganho | Ganho,2
08018474620228150161,Acordo,Acordo,1
08002232520238150161,Extinto,Extinto,1
08004452720228150161,Ganho,Ganho,1
08008757620228150161,Perdido,Perdido | Perdido,2
08015045020228150161,Ganho,Ganho | Acordo,2
08003722120238150161,Acordo,Acordo,1
08002414620238150161,Perdido,Perdido,1
08021566720228150161,Extinto,Extinto,1
08010238720228150161,Ganho,Ganho,1
08022042620228150161,Perdido,Perdido,1
08019421320218150161,Ganho,Ganho,1
08018942020228150161,Perdido,Perdido,1
08000197820238150161,Perdido,Perdido,1
08005645120238150161,Extinto,Extinto,1
08012931420228150161,Ganho,Ganho,1
08001400920238150161,Extinto,Extinto,1
08004756220228150161,Ganho,Ganho,1
08021696620228150161,Acordo,Acordo,1
08016494320218150161,Outros,Outros | Outros,2
08016274820228150161,Ganho,Ganho | Ganho,2
08009594320238150161,Acordo,Acordo | Acordo,2
08000579020238150161,Nenhuma Sentença,-,-
08009317520238150161,Ganho,Ganho | Ganho,2
08006822720238150161,Extinto,Extinto | Extinto,2
08009883020228150161,Ganho,Ganho,1
08005073320238150161,Perdido,Perdido | Perdido,2
08005879420238150161,Acordo,Acordo,1
08002149720228150161,Ganho,Ganho | Ganho,2
08008728720238150161,Acordo,Acordo | Acordo,2
08008000320238150161,Extinto,Extinto,1
08023426120208150161,Ganho,Ganho | Ganho,2
08008381520238150161,Extinto,Extinto,1
08015296320228150161,Ganho,Ganho | Ganho,2
08004224720238150161,Perdido,Perdido,1
08009629520238150161,Acordo,Acordo | Acordo,2
08002994920238150161,Outros,Outros | Ganho | Ganho,3
08011326720238150161,Acordo,Acordo,1
08009810420238150161,Perdido,Perdido,1
08022147020228150161,Perdido,Perdido,1
08006380820238150161,Extinto,Extinto,1
08022459020228150161,Ganho,Ganho,1
08005913420238150161,Extinto,Extinto,1
08017005420218150161,Extinto,Extinto,1
08012342620228150161,Perdido,Perdido,1
08023778420218150161,Ganho,Ganho,1
08005393820238150161,Extinto,Extinto | Extinto,2
08003624520218150161,Ganho,Ganho,1
08004773220228150161,Outros,Outros,1
08018319220228150161,Perdido,Perdido,1
08018717420228150161,Perdido,Perdido,1
08018110420228150161,Perdido,Perdido,1
08014187920228150161,Ganho,Ganho,1
08014967320228150161,Nenhuma Sentença,-,-
08015348520228150161,Perdido,Perdido,1
08013052820228150161,Nenhuma Sentença,-,-
08002475320238150161,Perdido,Perdido,1
08018950520228150161,Perdido,Perdido,1
08006947520228150161,Nenhuma Sentença,-,-
08011537720228150161,Nenhuma Sentença,-,-
08018292520228150161,Perdido,Perdido,1
08003254720238150161,Outros,Outros,1
08000604520238150161,Ganho,Ganho | Ganho,2
08000927220198150781,Acordo,Acordo,1
08005215120228150161,Ganho,Ganho,1
08009736120228150161,Perdido,Perdido,1
08021708520218150161,Perdido,Perdido,1
08015524320218150161,Ganho,Ganho | Acordo,2
08010050320218150161,Extinto,Extinto,1
08011381120228150161,Ganho,Ganho,1
08001023120228150161,Perdido,Perdido,1
08003656320228150161,Acordo,Acordo,1
08009014020238150161,Perdido,Perdido,1
08002284720238150161,Perdido,Perdido,1
08022155520228150161,Perdido,Perdido,1
08004744320238150161,Perdido,Perdido,1
08020370920228150161,Perdido,Perdido | Perdido,2
08009481420238150161,Extinto,Extinto,1
08019530820228150161,Perdido,Perdido,1
08010442920238150161,Extinto,Extinto,1
08009914820238150161,Extinto,Extinto,1
08014314420238150161,Perdido,Perdido,1
08008477420238150161,Perdido,Perdido | Perdido,2
08005064820238150161,Ganho,Ganho,1
08014418820238150161,Perdido,Perdido | Perdido | Acordo,3
08014366620238150161,Ganho,Ganho,1
08014421020228150161,Ganho,Ganho,1
08004735820238150161,Ganho,Ganho,1
08016029820238150161,Extinto,Extinto,1
08014790320238150161,Nenhuma Sentença,-,-
08014773320238150161,Ganho,Ganho,1
08002500820238150161,Ganho,Ganho,1
08014680820228150161,Perdido,Perdido,1
08017830220238150161,Perdido,Perdido,1
08014643420238150161,Ganho,Ganho,1
08017657820238150161,Perdido,Perdido,1
08014582720238150161,Acordo,Acordo,1
08014817020238150161,Ganho,Ganho | Acordo,2
08019289220228150161,Ganho,Ganho | Ganho,2
08028778720208150161,Extinto,Extinto,1
08013491320238150161,Ganho,Ganho,1
08016228920238150161,Nenhuma Sentença,-,-
08028760520208150161,Extinto,Extinto,1
08017184120228150161,Ganho,Ganho,1
08019358420228150161,Outros,Outros,1
08017484220238150161,Nenhuma Sentença,-,-
08019297720228150161,Outros,Outros,1
08008469420208150161,Extinto,Extinto,1
08017496120228150161,Perdido,Perdido,1
08017527920238150161,Outros,Outros,1
08015466520238150161,Ganho,Ganho,1
08018670320238150161,Perdido,Perdido | Perdido,2
08018690720228150161,Ganho,Ganho,1
08018489420238150161,Nenhuma Sentença,-,-
08015709320238150161,Extinto,Extinto,1
08008450720238150161,Ganho,Ganho,1
08015596420238150161,Ganho,Ganho,1
08015587920238150161,Ganho,Ganho | Ganho,2
08015275920238150161,Outros,Outros | Outros,2
08015483520238150161,Nenhuma Sentença,-,-
08015232220238150161,Perdido,Perdido,1
08008347520238150161,Ganho,Ganho,1
08015579420238150161,Perdido,Perdido,1
08015527220238150161,Ganho,Ganho | Ganho,2
08008745720238150161,Perdido,Perdido | Perdido,2
08012642720238150161,Perdido,Perdido | Acordo,2
08008762720238150161,Ganho,Ganho | Ganho,2
08013725620238150161,Nenhuma Sentença,-,-
08013769320238150161,Perdido,Perdido,1
08011136120238150161,Perdido,Perdido | Perdido,2
08007897120238150161,Ganho,Ganho,1
08004233220238150161,Perdido,Perdido,1
08001557520238150161,Perdido,Perdido,1
08013015420238150161,Perdido,Perdido,1
08018847320228150161,Perdido,Perdido,1
08007784220238150161,Perdido,Perdido,1
08018948320238150161,Extinto,Extinto,1
08018705520238150161,Perdido,Perdido,1
08012261520238150161,Acordo,Acordo,1
08012114620238150161,Acordo,Acordo | Acordo,2
08007706520238150161,Acordo,Acordo | Acordo,2
08002123020228150161,Perdido,Perdido | Perdido,2
08007622520228150161,Acordo,Acordo,1
08007792720238150161,Perdido,Perdido | Perdido,2
08011863320238150161,Perdido,Perdido,1
08011829320238150161,Perdido,Perdido,1
08019419120228150161,Outros,Outros | Outros | Outros,3
08008433720238150161,Extinto,Extinto,1
08010001020238150161,Perdido,Perdido,1
08010166120238150161,Acordo,Acordo,1
08019254020228150161,Ganho,Ganho,1
08018168920238150161,Ganho,Ganho,1
08011924020238150161,Acordo,Acordo,1
08012781120238150161,Nenhuma Sentença,-,-
08018280620238150161,Perdido,Perdido,1
08013059120238150161,Perdido,Perdido,1
08012374420238150161,Extinto,Extinto,1
08018307320238150161,Acordo,Acordo,1
08007109220238150161,Perdido,Perdido,1
08011266020238150161,Perdido,Perdido | Perdido,2
08012426620238150161,Perdido,Perdido,1
08016956120238150161,Acordo,Acordo | Acordo,2
08007004820238150161,Perdido,Perdido | Perdido,2
08015873220238150161,Perdido,Perdido,1
08013258220238150161,Perdido,Perdido,1
08015839220238150161,Nenhuma Sentença,-,-
08013266720238150161,Perdido,Perdido,1
08013408520228150161,Extinto,Extinto,1
08013607620228150161,Perdido,Perdido,1
08012487320238150161,Perdido,Perdido,1
08017885820228150161,Perdido,Perdido,1
08012377820228150161,Ganho,Ganho | Ganho | Acordo | Acordo,4
08013560520238150161,Perdido,Perdido,1
08013457320238150161,Perdido,Perdido,1
08001392420238150161,Perdido,Perdido | Perdido,2
08014886220238150161,Acordo,Acordo,1
08016618620238150161,Ganho,Ganho,1
08012954720238150161,Ganho,Ganho | Acordo,2
08002977920238150161,Perdido,Perdido | Perdido,2
08022241720228150161,Ganho,Ganho,1
08016522720238150161,Perdido,Perdido,1
08016505720238150161,Extinto,Extinto | Extinto,2
08003964920238150161,Ganho,Ganho | Ganho,2
08016817720238150161,Extinto,Extinto,1
08016687820238150161,Perdido,Perdido,1
08011898520238150161,Perdido,Perdido,1
08020567820238150161,Nenhuma Sentença,-,-
08020402720238150161,Nenhuma Sentença,-,-
08014176020238150161,Nenhuma Sentença,-,-
08023381920238150161,Ganho,Ganho,1
08013379620238150161,Acordo,Acordo,1
08018725920228150161,Perdido,Perdido | Outros | Outros,3
08020657420228150161,Perdido,Perdido | Perdido,2
08014046120238150161,Perdido,Perdido,1
08020689220238150161,Ganho,Ganho | Ganho,2
08014029120238150161,Ganho,Ganho,1
08014167520238150161,Nenhuma Sentença,-,-
08014219720238150161,Ganho,Ganho,1
08013976920238150161,Perdido,Perdido,1
08014106820238150161,Perdido,Perdido,1
08003981920238150161,Perdido,Perdido | Perdido,2
08009854120238150161,Ganho,Ganho,1
08014002420238150161,Ganho,Ganho,1
08017946520228150161,Ganho,Ganho,1
08007758720238150161,Ganho,Ganho,1
08004138520238150161,Perdido,Perdido,1
08020345420228150161,Perdido,Perdido,1
08003099320238150161,Perdido,Perdido,1
08002841720228150161,Ganho,Ganho,1
08020129320228150161,Perdido,Perdido | Ganho | Ganho,3
08002691420238150161,Ganho,Ganho | Ganho | Ganho | Perdido | Perdido,5
08009031020238150161,Perdido,Perdido,1
08021615520238150161,Extinto,Extinto,1
08010815620238150161,Outros,Outros,1
08015093820238150161,Acordo,Acordo | Acordo,2
08012885520238150161,Perdido,Perdido,1
08012937720238150161,Perdido,Perdido | Perdido,2
08002519020238150161,Ganho,Ganho,1
08002605220238150161,Perdido,Perdido,1
08331574520238152001,Acordo,Acordo | Acordo,2
08025088820238150161,Perdido,Perdido | Perdido,2
08315968320238152001,Perdido,Perdido | Perdido,2
08625103320238152001,Extinto,Extinto,1
08556086420238152001,Acordo,Acordo,1
08267338420238152001,Perdido,Perdido | Perdido,2
08008751720248152001,Nenhuma Sentença,-,-
08506763320238152001,Acordo,Acordo | Acordo,2
08328023520238152001,Acordo,Acordo,1
08608171420238152001,Acordo,Acordo,1
08274255920188152001,Ganho,Ganho | Ganho,2
08383677720238152001,Acordo,Acordo | Acordo,2
08545563320238152001,Acordo,Acordo | Acordo,2
08287641420228152001,Extinto,Extinto | Extinto,2
08054989520228152001,Perdido,Perdido,1
08112268320238152001,Acordo,Acordo,1
08320457520228152001,Perdido,Perdido,1
08264628020208152001,Perdido,Perdido | Perdido,2
08515813820238152001,Outros,Outros | Outros,2
08068704520238152001,Acordo,Acordo,1
08152157320188152001,Ganho,Ganho | Ganho | Outros | Outros,4
08576606720228152001,Acordo,Acordo | Acordo,2
08325763020238152001,Acordo,Acordo | Acordo,2
08425023520238152001,Acordo,Acordo | Acordo,2
08428029420238152001,Extinto,Extinto | Extinto,2
08538179420228152001,Ganho,Ganho | Ganho,2
08580466320238152001,Acordo,Acordo | Acordo,2
08585792220238152001,Acordo,Acordo | Acordo,2
08578145120238152001,Acordo,Acordo,1
08142416020238152001,Extinto,Extinto,1
08476271820228152001,Outros,Outros | Outros,2
08132014320238152001,Acordo,Acordo | Acordo,2
08086979120238152001,Acordo,Acordo | Acordo,2
08418574920198152001,Ganho,Ganho,1
08601754120238152001,Nenhuma Sentença,-,-
08318838020228152001,Extinto,Extinto,1
08070730720238152001,Extinto,Extinto | Extinto,2
08601312220238152001,Acordo,Acordo | Acordo,2
08038585720228152001,Perdido,Perdido,1
08179969220238152001,Perdido,Perdido | Perdido,2
08651158320228152001,Outros,Outros | Outros,2
08478247020228152001,Nenhuma Sentença,-,-
08334479420228152001,Acordo,Acordo,1
08390118820218152001,Nenhuma Sentença,-,-
08005740720238152001,Extinto,Extinto,1
08439967620168152001,Ganho,Ganho | Ganho,2
08633677920238152001,Acordo,Acordo | Acordo,2
08143649220228152001,Nenhuma Sentença,-,-
08193878220238152001,Nenhuma Sentença,-,-
08441972420238152001,Acordo,Acordo | Acordo,2
00065495820148152001,Perdido,Perdido,1
08206060420218152001,Perdido,Perdido | Perdido,2
08507130220198152001,Nenhuma Sentença,-,-
08535571720228152001,Acordo,Acordo | Acordo,2
08418643620228152001,Perdido,Perdido,1
08129038520228152001,Acordo,Acordo,1
08195381920218152001,Ganho,Ganho,1
08035095420228152001,Extinto,Extinto | Extinto,2
08502168020228152001,Extinto,Extinto,1
08378715320208152001,Perdido,Perdido,1
08624811720228152001,Extinto,Extinto,1
08497638520228152001,Extinto,Extinto,1
08606919520228152001,Acordo,Acordo,1
08020801820238152001,Extinto,Extinto,1
08003125720238152001,Acordo,Acordo,1
08529059720228152001,Extinto,Extinto | Extinto,2
08622222220228152001,Extinto,Extinto,1
08541539820228152001,Acordo,Acordo | Acordo,2
08607221820228152001,Acordo,Acordo | Acordo,2
08586774120228152001,Acordo,Acordo,1
08473547320218152001,Acordo,Acordo,1
08337313920218152001,Ganho,Ganho,1
08360264920218152001,Outros,Outros | Outros,2
08512229320208152001,Outros,Outros,1
08142355820208152001,Ganho,Ganho,1
08107516420228152001,Extinto,Extinto,1
08367314720218152001,Ganho,Ganho | Acordo,2
08713056720198152001,Acordo,Acordo,1
08166293820208152001,Ganho,Ganho | Outros,2
00139239120158152001,Outros,Outros,1
08401775820218152001,Extinto,Extinto | Extinto,2
08384942020208152001,Outros,Outros,1
00117182620148152001,Extinto,Extinto,1
08595989720228152001,Acordo,Acordo | Acordo,2
08372447820228152001,Ganho,Ganho,1
08054464120188152001,Ganho,Ganho | Ganho,2
08286582320208152001,Perdido,Perdido,1
08474886620228152001,Perdido,Perdido,1
08640358420228152001,Extinto,Extinto | Extinto,2
08141122620218152001,Outros,Outros,1
00083336220178152002,Extinto,Extinto,1
08059764020218152001,Perdido,Perdido | Perdido,2
08266827320238152001,Extinto,Extinto | Extinto,2
08354488620218152001,Ganho,Ganho | Ganho,2
00111821520148152001,Perdido,Perdido,1
00673994920128152001,Nenhuma Sentença,-,-
00151996020158152001,Outros,Outros | Outros,2
08206242520218152001,Ganho,Ganho | Ganho,2
08505972520218152001,Perdido,Perdido | Perdido | Perdido,3
08368368720228152001,Ganho,Ganho,1
08500481520218152001,Acordo,Acordo,1
08133781220208152001,Perdido,Perdido,1
08516780920218152001,Perdido,Perdido | Perdido,2
08377058420218152001,Perdido,Perdido,1
08351647820218152001,Ganho,Ganho | Ganho,2
08469038720178152001,Perdido,Perdido,1
08623987420178152001,Outros,Outros,1
08439978520218152001,Extinto,Extinto | Extinto,2
08103169520198152001,Outros,Outros | Outros,2
08515447920218152001,Perdido,Perdido,1
08494055720218152001,Perdido,Perdido,1
08542084920228152001,Acordo,Acordo,1
08331863220228152001,Perdido,Perdido | Perdido,2
08040003220208152001,Outros,Outros,1
08145736620198152001,Outros,Outros | Outros,2
08437265220168152001,Ganho,Ganho,1
08303205120228152001,Perdido,Perdido | Perdido,2
08123373920228152001,Outros,Outros,1
08493302320188152001,Perdido,Perdido,1
08435142120228152001,Perdido,Perdido | Perdido,2
08216191420168152001,Acordo,Acordo,1
08385528620218152001,Outros,Outros,1
08073557920228152001,Perdido,Perdido | Perdido,2
08133438620198152001,Nenhuma Sentença,-,-
08140322820228152001,Outros,Outros,1
08001768820228152003,Perdido,Perdido | Perdido,2
08231279220168152001,Outros,Outros | Outros,2
08316049420228152001,Ganho,Ganho,1
08059824120218152003,Perdido,Perdido,1
08644688820228152001,Acordo,Acordo | Acordo,2
08663927620188152001,Outros,Outros | Outros,2
08229749320158152001,Outros,Outros | Outros,2
08555247320178152001,Extinto,Extinto | Extinto,2
08200394620168152001,Ganho,Ganho | Outros,2
08619483420178152001,Perdido,Perdido | Perdido,2
00492714420138152001,Nenhuma Sentença,-,-
08460807420218152001,Extinto,Extinto,1
08439042520218152001,Perdido,Perdido,1
08019485820238152001,Acordo,Acordo,1
08117646420238152001,Nenhuma Sentença,-,-
08095137320238152001,Extinto,Extinto | Extinto,2
08737921020198152001,Nenhuma Sentença,-,-
08626839120228152001,Acordo,Acordo,1
08133122720238152001,Extinto,Extinto | Extinto | Extinto | Acordo | Acordo,5
08620646420228152001,Perdido,Perdido | Perdido,2
08157502620238152001,Extinto,Extinto,1
08586185320228152001,Acordo,Acordo | Acordo,2
08141021120238152001,Extinto,Extinto,1
08466372720228152001,Perdido,Perdido | Perdido,2
08495395020228152001,Acordo,Acordo | Acordo,2
08015779420238152001,Acordo,Acordo | Acordo,2
08073831320238152001,Acordo,Acordo,1
08528383520228152001,Extinto,Extinto | Acordo | Acordo,3
00276661820088152001,Nenhuma Sentença,-,-
08195852220238152001,Extinto,Extinto | Extinto,2
08107326320198152001,Extinto,Extinto | Extinto,2
08265228220228152001,Perdido,Perdido,1
00003996120148152001,Nenhuma Sentença,-,-
08004817220228152003,Perdido,Perdido,1
08419117820208152001,Outros,Outros,1
08241272020228152001,Perdido,Perdido | Perdido,2
08341606920228152001,Nenhuma Sentença,-,-
08443823320218152001,Outros,Outros,1
08423009720198152001,Outros,Outros | Outros | Outros | Acordo,4
08680319520198152001,Nenhuma Sentença,-,-
00144118020148152001,Nenhuma Sentença,-,-
08081058120228152001,Perdido,Perdido,1
08493371020218152001,Nenhuma Sentença,-,-
08485611020218152001,Ganho,Ganho,1
08414288220198152001,Extinto,Extinto | Extinto,2
08383264720228152001,Outros,Outros | Outros,2
08319098820168152001,Extinto,Extinto | Extinto,2
00325679220098152001,Extinto,Extinto | Extinto,2
08318090220178152001,Perdido,Perdido | Outros,2
08351185520228152001,Extinto,Extinto | Extinto,2
08361052820218152001,Perdido,Perdido | Perdido,2
08389136920228152001,Acordo,Acordo | Acordo,2
08368787320218152001,Perdido,Perdido | Perdido,2
08341677120168152001,Extinto,Extinto | Extinto,2
08187572620238152001,Acordo,Acordo | Acordo,2
08042064120238152001,Acordo,Acordo | Acordo,2
08315745920228152001,Perdido,Perdido | Perdido,2
08374448520228152001,Perdido,Perdido | Perdido,2
08314062320238152001,Nenhuma Sentença,-,-
08848934420198152001,Perdido,Perdido,1
08416767720218152001,Nenhuma Sentença,-,-
08000132220198152001,Outros,Outros,1
08263765120168152001,Ganho,Ganho | Ganho,2
08338203320198152001,Ganho,Ganho,1
08144450720238152001,Extinto,Extinto | Extinto,2
08559371320228152001,Acordo,Acordo | Acordo,2
08029677020218152001,Ganho,Ganho | Ganho,2
08311103520228152001,Outros,Outros | Outros,2
08528615420178152001,Perdido,Perdido | Perdido,2
08337017220198152001,Ganho,Ganho | Ganho,2
08092429820228152001,Ganho,Ganho,1
08402789520218152001,Perdido,Perdido,1
08396330720208152001,Acordo,Acordo | Acordo,2
08052811820238152001,Perdido,Perdido | Perdido,2
08613184120188152001,Extinto,Extinto | Extinto,2
08287610620158152001,Outros,Outros | Outros,2
08045710320208152001,Outros,Outros | Outros,2
08466269520228152001,Outros,Outros | Outros,2
08285430220208152001,Outros,Outros | Outros,2
08047876020178152003,Outros,Outros | Outros,2
08620629420228152001,Outros,Outros | Outros,2
08015660220228152001,Perdido,Perdido | Perdido,2
08318941220228152001,Ganho,Ganho | Ganho,2
08463356620208152001,Outros,Outros,1
08376639820228152001,Perdido,Perdido | Perdido,2
08371717220238152001,Extinto,Extinto | Extinto,2
08007139020228152001,Outros,Outros | Outros,2
08463238120228152001,Perdido,Perdido,1
08465123020208152001,Ganho,Ganho | Ganho | Outros | Outros,4
08371486320228152001,Extinto,Extinto | Extinto,2
08340520620238152001,Extinto,Extinto | Extinto,2
08007940520238152001,Extinto,Extinto | Extinto,2
08531207320228152001,Extinto,Extinto | Acordo,2
00534663820148152001,Perdido,Perdido | Perdido,2
08055445020238152001,Acordo,Acordo | Acordo,2
08390026320208152001,Ganho,Ganho,1
08518683520228152001,Acordo,Acordo,1
08418164820208152001,Outros,Outros | Outros,2
